"year","month","day","week","death","temp"
2010,5,29,2005,39,14.40419921875
2010,5,30,2005,37,14.9888244628906
2010,5,31,2006,43,13.692041015625
2010,6,1,2006,40,13.6397644042969
2010,6,2,2006,40,15.6672912597656
2010,6,3,2006,46,17.2444702148438
2010,6,4,2006,40,19.7165161132813
2010,6,5,2006,39,21.6684204101563
2010,6,6,2006,45,19.3972717285156
2010,6,7,2007,41,16.9155822753906
2010,6,8,2007,39,17.9980407714844
2010,6,9,2007,46,16.5252624511719
2010,6,10,2007,48,18.7165466308594
2010,6,11,2007,39,19.62294921875
2010,6,12,2007,47,16.8763061523438
2010,6,13,2007,38,14.5725646972656
2010,6,14,2008,41,16.3744140625
2010,6,15,2008,37,15.9931274414063
2010,6,16,2008,39,15.9692321777344
2010,6,17,2008,45,16.1928649902344
2010,6,18,2008,43,16.6079650878906
2010,6,19,2008,37,12.5566955566406
2010,6,20,2008,27,12.3621459960938
2010,6,21,2009,40,13.2628723144531
2010,6,22,2009,44,15.758203125
2010,6,23,2009,59,18.4218078613281
2010,6,24,2009,57,19.8171936035156
2010,6,25,2009,37,20.1372314453125
2010,6,26,2009,44,21.8586364746094
2010,6,27,2009,52,23.2424865722656
2010,6,28,2010,43,22.6693969726563
2010,6,29,2010,50,21.8163391113281
2010,6,30,2010,49,22.7419982910156
2010,7,1,2010,53,25.4430480957031
2010,7,2,2010,42,26.7369018554688
2010,7,3,2010,54,21.0177551269531
2010,7,4,2010,41,20.5056091308594
2010,7,5,2011,46,18.1426025390625
2010,7,6,2011,35,18.3660522460938
2010,7,7,2011,37,21.2571960449219
2010,7,8,2011,54,24.3969665527344
2010,7,9,2011,48,25.3098999023438
2010,7,10,2011,42,24.1110473632813
2010,7,11,2011,40,25.2397399902344
2010,7,12,2012,46,21.8844848632813
2010,7,13,2012,42,22.4634643554688
2010,7,14,2012,40,19.8833862304688
2010,7,15,2012,39,18.9640747070313
2010,7,16,2012,44,20.1758056640625
2010,7,17,2012,53,18.0385986328125
2010,7,18,2012,30,18.0212036132813
2010,7,19,2013,50,21.398583984375
2010,7,20,2013,51,23.9958740234375
2010,7,21,2013,33,21.2636352539063
2010,7,22,2013,44,19.7243591308594
2010,7,23,2013,40,18.3337646484375
2010,7,24,2013,39,18.2620178222656
2010,7,25,2013,45,18.1302429199219
2010,7,26,2014,52,19.0990234375
2010,7,27,2014,48,20.75283203125
2010,7,28,2014,47,20.3339172363281
2010,7,29,2014,45,18.2885681152344
2010,7,30,2014,38,18.7370239257813
2010,7,31,2014,43,21.5239807128906
2010,8,1,2014,21,19.5246826171875
2010,8,2,2015,43,18.4542785644531
2010,8,3,2015,32,18.6386047363281
2010,8,4,2015,28,18.8953796386719
2010,8,5,2015,43,17.0996337890625
2010,8,6,2015,29,17.285546875
2010,8,7,2015,43,19.0887084960938
2010,8,8,2015,30,18.9476867675781
2010,8,9,2016,42,20.0286193847656
2010,8,10,2016,37,19.3412719726563
2010,8,11,2016,38,19.0031372070313
2010,8,12,2016,27,17.11806640625
2010,8,13,2016,37,16.3413940429688
2010,8,14,2016,41,16.6678405761719
2010,8,15,2016,31,15.1890197753906
2010,8,16,2017,40,15.3334289550781
2010,8,17,2017,45,16.553857421875
2010,8,18,2017,41,16.9778991699219
2010,8,19,2017,30,17.4698120117188
2010,8,20,2017,42,21.3453002929688
2010,8,21,2017,37,21.8392578125
2010,8,22,2017,33,22.4450012207031
2010,8,23,2018,31,20.7407775878906
2010,8,24,2018,34,17.1929870605469
2010,8,25,2018,21,18.3250366210938
2010,8,26,2018,47,21.4689270019531
2010,8,27,2018,40,19.0042663574219
2010,8,28,2018,36,15.990380859375
2010,8,29,2018,28,14.9018798828125
2010,8,30,2019,34,13.8228393554688
2010,8,31,2019,38,14.057275390625
2010,9,1,2019,39,15.3971496582031
2010,9,2,2019,36,16.7105651855469
2010,9,3,2019,41,16.9746948242188
2010,9,4,2019,28,16.8596435546875
2010,9,5,2019,34,17.556298828125
2010,9,6,2020,36,17.6633544921875
2010,9,7,2020,43,17.0435729980469
2010,9,8,2020,45,14.497705078125
2010,9,9,2020,50,15.4064880371094
2010,9,10,2020,37,16.340966796875
2010,9,11,2020,46,18.3300415039063
2010,9,12,2020,51,16.3586059570313
2010,9,13,2021,31,15.2530151367188
2010,9,14,2021,57,17.5543151855469
2010,9,15,2021,51,16.220849609375
2010,9,16,2021,46,14.66005859375
2010,9,17,2021,49,13.4038024902344
2010,9,18,2021,32,11.5443359375
2010,9,19,2021,47,12.334375
2010,9,20,2022,48,14.2747131347656
2010,9,21,2022,45,14.9582153320313
2010,9,22,2022,39,17.1883178710938
2010,9,23,2022,46,18.4435363769531
2010,9,24,2022,22,14.6391845703125
2010,9,25,2022,51,12.06875
2010,9,26,2022,36,10.3867126464844
2010,9,27,2023,38,10.9589782714844
2010,9,28,2023,44,12.466943359375
2010,9,29,2023,60,14.9399353027344
2010,9,30,2023,44,13.46474609375
2010,10,1,2023,45,12.815087890625
2010,10,2,2023,47,16.4187255859375
2010,10,3,2023,44,18.6127563476563
2010,10,4,2024,49,16.3905883789063
2010,10,5,2024,51,15.191552734375
2010,10,6,2024,51,15.6509338378906
2010,10,7,2024,43,16.443017578125
2010,10,8,2024,43,16.8622375488281
2010,10,9,2024,38,17.5085693359375
2010,10,10,2024,37,15.4253479003906
2010,10,11,2025,56,13.1672607421875
2010,10,12,2025,45,10.79189453125
2010,10,13,2025,64,8.68731079101565
2010,10,14,2025,48,9.36062011718752
2010,10,15,2025,51,10.8136535644531
2010,10,16,2025,45,10.1747680664063
2010,10,17,2025,60,6.67937622070315
2010,10,18,2026,53,7.82451782226565
2010,10,19,2026,53,10.5677124023438
2010,10,20,2026,48,7.35341796875002
2010,10,21,2026,50,4.9183288574219
2010,10,22,2026,38,5.17122802734377
2010,10,23,2026,52,6.65773925781252
2010,10,24,2026,55,7.42293701171877
2010,10,25,2027,42,6.40712890625002
2010,10,26,2027,41,5.3912292480469
2010,10,27,2027,67,9.51900634765627
2010,10,28,2027,56,11.0151000976563
2010,10,29,2027,43,12.3872924804688
2010,10,30,2027,50,12.2037292480469
2010,10,31,2027,53,11.4515625
2010,11,1,2028,46,10.4623046875
2010,11,2,2028,32,10.2123657226563
2010,11,3,2028,49,13.5956359863281
2010,11,4,2028,48,14.962060546875
2010,11,5,2028,39,12.8356567382813
2010,11,6,2028,41,10.58193359375
2010,11,7,2028,53,7.16399536132815
2010,11,8,2029,51,4.8455749511719
2010,11,9,2029,44,7.55791625976565
2010,11,10,2029,56,6.12798461914065
2010,11,11,2029,56,7.71758422851565
2010,11,12,2029,49,12.3609252929688
2010,11,13,2029,44,13.8639770507813
2010,11,14,2029,62,11.9827514648438
2010,11,15,2030,65,7.69082031250002
2010,11,16,2030,47,5.00795898437502
2010,11,17,2030,42,4.40752563476565
2010,11,18,2030,45,6.20098266601565
2010,11,19,2030,44,6.77031860351565
2010,11,20,2030,38,7.69182739257815
2010,11,21,2030,50,5.75274047851565
2010,11,22,2031,42,4.5281921386719
2010,11,23,2031,46,3.7874694824219
2010,11,24,2031,45,3.33760986328127
2010,11,25,2031,46,2.47927246093752
2010,11,26,2031,49,0.330010986328148
2010,11,27,2031,41,-1.22989501953123
2010,11,28,2031,58,-0.743414306640602
2010,11,29,2032,55,-0.834417724609352
2010,11,30,2032,41,-1.67154541015623
2010,12,1,2032,48,-2.30194702148435
2010,12,2,2032,45,-1.83762207031248
2010,12,3,2032,55,-2.0284484863281
2010,12,4,2032,53,-0.518743896484352
2010,12,5,2032,40,1.54696044921877
2010,12,6,2033,47,1.17299804687502
2010,12,7,2033,40,-0.253118896484352
2010,12,8,2033,47,-0.0117248535156023
2010,12,9,2033,51,-1.29202880859373
2010,12,10,2033,66,-0.00647583007810226
2010,12,11,2033,45,3.79558715820315
2010,12,12,2033,50,3.79702148437502
2010,12,13,2034,49,-1.86874999999998
2010,12,14,2034,53,-1.36588134765623
2010,12,15,2034,57,-0.712774658203102
2010,12,16,2034,55,2.58721313476565
2010,12,17,2034,54,-0.555487060546852
2010,12,18,2034,50,-0.770910644531227
2010,12,19,2034,48,1.28560791015627
2010,12,20,2035,43,-0.0710815429687273
2010,12,21,2035,62,2.19991455078127
2010,12,22,2035,50,1.51726684570315
2010,12,23,2035,58,-0.413458251953102
2010,12,24,2035,61,-0.743627929687477
2010,12,25,2035,46,-3.1026672363281
2010,12,26,2035,50,-3.4069885253906
2010,12,27,2036,52,-2.11490478515623
2010,12,28,2036,55,0.324609375000023
2010,12,29,2036,62,2.26177368164065
2010,12,30,2036,45,3.19832763671877
2010,12,31,2036,56,0.618371582031273
2011,1,1,2036,60,0.629785156250023
2011,1,2,2036,53,1.2150817871094
2011,1,3,2037,50,-0.878912353515602
2011,1,4,2037,60,-0.299810791015602
2011,1,5,2037,66,1.78927001953127
2011,1,6,2037,68,9.82744750976565
2011,1,7,2037,70,10.193017578125
2011,1,8,2037,67,10.5669189453125
2011,1,9,2037,48,5.0920349121094
2011,1,10,2038,58,1.53179321289065
2011,1,11,2038,64,6.2540222167969
2011,1,12,2038,55,7.85958251953127
2011,1,13,2038,55,11.4481140136719
2011,1,14,2038,70,10.4847961425781
2011,1,15,2038,55,8.01918945312502
2011,1,16,2038,51,8.46660766601565
2011,1,17,2039,53,8.1035095214844
2011,1,18,2039,48,7.15850219726565
2011,1,19,2039,51,3.54256591796877
2011,1,20,2039,55,3.39327392578127
2011,1,21,2039,61,0.527612304687523
2011,1,22,2039,48,2.99700317382815
2011,1,23,2039,36,3.84499511718752
2011,1,24,2040,53,4.57048950195315
2011,1,25,2040,49,3.40645751953127
2011,1,26,2040,42,3.98244628906252
2011,1,27,2040,40,2.81307373046877
2011,1,28,2040,50,0.404351806640648
2011,1,29,2040,46,-0.248480224609352
2011,1,30,2040,41,-1.51767578124998
2011,1,31,2041,52,-2.66095581054685
2011,2,1,2041,76,-1.74423828124998
2011,2,2,2041,52,1.8408142089844
2011,2,3,2041,51,5.33413085937502
2011,2,4,2041,64,7.0519958496094
2011,2,5,2041,43,8.83632812500002
2011,2,6,2041,56,6.77657470703127
2011,2,7,2042,60,6.08794555664065
2011,2,8,2042,66,8.05449829101565
2011,2,9,2042,59,7.14968261718752
2011,2,10,2042,63,7.82232055664065
2011,2,11,2042,49,9.80571899414065
2011,2,12,2042,41,7.18050537109377
2011,2,13,2042,37,5.6019226074219
2011,2,14,2043,64,7.18435058593752
2011,2,15,2043,60,5.12398681640627
2011,2,16,2043,44,4.9988952636719
2011,2,17,2043,52,5.19197998046877
2011,2,18,2043,55,3.93648681640627
2011,2,19,2043,50,5.15175781250002
2011,2,20,2043,60,6.0836120605469
2011,2,21,2044,53,5.26699218750002
2011,2,22,2044,45,4.05233154296877
2011,2,23,2044,47,3.34902343750002
2011,2,24,2044,60,9.12703857421877
2011,2,25,2044,41,8.2540222167969
2011,2,26,2044,49,8.02007446289065
2011,2,27,2044,46,5.48732910156252
2011,2,28,2045,37,3.24575195312502
2011,3,1,2045,49,4.86483154296877
2011,3,2,2045,34,4.74736938476565
2011,3,3,2045,51,3.48934326171877
2011,3,4,2045,44,3.82613525390627
2011,3,5,2045,45,3.44179687500002
2011,3,6,2045,39,3.35750732421877
2011,3,7,2046,52,3.01473388671877
2011,3,8,2046,48,5.10708007812502
2011,3,9,2046,52,7.40828857421877
2011,3,10,2046,46,6.91671142578127
2011,3,11,2046,58,8.2546325683594
2011,3,12,2046,51,8.03341064453127
2011,3,13,2046,41,9.12136230468752
2011,3,14,2047,48,9.90377197265627
2011,3,15,2047,50,12.2748962402344
2011,3,16,2047,46,11.5749755859375
2011,3,17,2047,59,7.93023071289065
2011,3,18,2047,49,8.76186523437502
2011,3,19,2047,43,6.80916748046877
2011,3,20,2047,28,6.12639770507815
2011,3,21,2048,49,6.26406250000002
2011,3,22,2048,52,8.04119262695315
2011,3,23,2048,46,9.83315429687502
2011,3,24,2048,47,10.5356384277344
2011,3,25,2048,54,11.7263427734375
2011,3,26,2048,47,11.6035095214844
2011,3,27,2048,34,11.5713134765625
2011,3,28,2049,48,10.3447204589844
2011,3,29,2049,58,10.1042419433594
2011,3,30,2049,63,10.3961730957031
2011,3,31,2049,46,13.3113342285156
2011,4,1,2049,38,13.8481689453125
2011,4,2,2049,43,15.4646850585938
2011,4,3,2049,52,11.1738525390625
2011,4,4,2050,54,9.42696533203127
2011,4,5,2050,43,10.4984069824219
2011,4,6,2050,53,14.4825073242188
2011,4,7,2050,41,15.0868774414063
2011,4,8,2050,39,13.4287353515625
2011,4,9,2050,47,13.3168884277344
2011,4,10,2050,50,14.5807739257813
2011,4,11,2051,42,14.5286804199219
2011,4,12,2051,41,9.7871032714844
2011,4,13,2051,33,8.82326660156252
2011,4,14,2051,30,9.9361511230469
2011,4,15,2051,55,11.2742248535156
2011,4,16,2051,46,11.1726318359375
2011,4,17,2051,29,12.375390625
2011,4,18,2052,52,13.8931823730469
2011,4,19,2052,38,16.0275512695313
2011,4,20,2052,31,16.4975524902344
2011,4,21,2052,44,16.9373107910156
2011,4,22,2052,45,17.0227600097656
2011,4,23,2052,52,18.2238403320313
2011,4,24,2052,36,18.0457092285156
2011,4,25,2053,41,18.4493347167969
2011,4,26,2053,46,16.996728515625
2011,4,27,2053,49,14.2979064941406
2011,4,28,2053,42,10.6221862792969
2011,4,29,2053,57,12.0046936035156
2011,4,30,2053,53,14.47255859375
2011,5,1,2053,58,16.0029846191406
2011,5,2,2054,60,15.215234375
2011,5,3,2054,38,12.1599365234375
2011,5,4,2054,47,12.503564453125
2011,5,5,2054,54,13.8343444824219
2011,5,6,2054,48,17.3803649902344
2011,5,7,2054,46,20.5033508300781
2011,5,8,2054,37,19.678369140625
2011,5,9,2055,50,18.3120971679688
2011,5,10,2055,46,18.7896362304688
2011,5,11,2055,44,16.7870727539063
2011,5,12,2055,45,14.4863525390625
2011,5,13,2055,32,14.0576110839844
2011,5,14,2055,42,13.4833312988281
2011,5,15,2055,41,13.0779052734375
2011,5,16,2056,48,14.3978820800781
2011,5,17,2056,45,15.3061462402344
2011,5,18,2056,50,17.3789306640625
2011,5,19,2056,50,17.1262145996094
2011,5,20,2056,32,16.6505981445313
2011,5,21,2056,47,17.3158508300781
2011,5,22,2056,51,17.92373046875
2011,5,23,2057,48,18.2268615722656
2011,5,24,2057,41,14.7731872558594
2011,5,25,2057,42,16.2604614257813
2011,5,26,2057,50,15.6589294433594
2011,5,27,2057,54,13.778955078125
2011,5,28,2057,48,14.5886779785156
2011,5,29,2057,37,17.9164367675781
2011,5,30,2058,48,19.6176086425781
2011,5,31,2058,45,14.2067810058594
2011,6,1,2058,39,15.0892272949219
2011,6,2,2058,36,18.2885070800781
2011,6,3,2058,44,21.555322265625
2011,6,4,2058,43,22.69228515625
2011,6,5,2058,54,20.3863464355469
2011,6,6,2059,43,16.9564453125
2011,6,7,2059,35,14.9593139648438
2011,6,8,2059,51,14.4172912597656
2011,6,9,2059,47,14.4684997558594
2011,6,10,2059,50,13.6973205566406
2011,6,11,2059,33,13.1519409179688
2011,6,12,2059,42,14.4645935058594
2011,6,13,2060,45,17.1933837890625
2011,6,14,2060,39,17.6042724609375
2011,6,15,2060,44,18.7388244628906
2011,6,16,2060,46,17.7031188964844
2011,6,17,2060,48,15.2991882324219
2011,6,18,2060,50,15.0977416992188
2011,6,19,2060,40,14.8222595214844
2011,6,20,2061,44,16.4916931152344
2011,6,21,2061,49,18.1068969726563
2011,6,22,2061,47,17.2040344238281
2011,6,23,2061,49,15.4939819335938
2011,6,24,2061,40,14.6876770019531
2011,6,25,2061,41,18.9604736328125
2011,6,26,2061,47,21.60439453125
2011,6,27,2062,63,26.6450744628906
2011,6,28,2062,52,23.9163146972656
2011,6,29,2062,55,17.4136596679688
2011,6,30,2062,41,15.5722595214844
2011,7,1,2062,44,15.6779724121094
2011,7,2,2062,41,15.6225830078125
2011,7,3,2062,58,16.1709228515625
2011,7,4,2063,48,18.6426940917969
2011,7,5,2063,54,21.4992309570313
2011,7,6,2063,44,18.7799621582031
2011,7,7,2063,31,18.3808227539063
2011,7,8,2063,39,18.7043395996094
2011,7,9,2063,49,18.6292358398438
2011,7,10,2063,34,18.7871948242188
2011,7,11,2064,34,19.75673828125
2011,7,12,2064,41,19.2673278808594
2011,7,13,2064,41,16.2141052246094
2011,7,14,2064,25,15.9729248046875
2011,7,15,2064,42,18.3171325683594
2011,7,16,2064,44,17.2914672851563
2011,7,17,2064,31,15.6610961914063
2011,7,18,2065,33,15.5982299804688
2011,7,19,2065,47,14.2708374023438
2011,7,20,2065,43,15.2215515136719
2011,7,21,2065,38,15.952294921875
2011,7,22,2065,51,16.0335021972656
2011,7,23,2065,43,14.0327697753906
2011,7,24,2065,46,15.6027770996094
2011,7,25,2066,46,17.3462463378906
2011,7,26,2066,41,16.8751770019531
2011,7,27,2066,41,16.2533508300781
2011,7,28,2066,50,17.6490417480469
2011,7,29,2066,35,17.5367065429688
2011,7,30,2066,30,16.3274475097656
2011,7,31,2066,36,16.6627136230469
2011,8,1,2067,43,19.0462585449219
2011,8,2,2067,51,20.1319213867188
2011,8,3,2067,53,20.8135314941406
2011,8,4,2067,34,19.1638732910156
2011,8,5,2067,44,18.9605041503906
2011,8,6,2067,45,17.8969970703125
2011,8,7,2067,24,16.0419250488281
2011,8,8,2068,37,16.0130249023438
2011,8,9,2068,38,15.8342529296875
2011,8,10,2068,41,16.0352111816406
2011,8,11,2068,48,19.1427856445313
2011,8,12,2068,48,19.8073059082031
2011,8,13,2068,35,18.9858947753906
2011,8,14,2068,28,18.6021362304688
2011,8,15,2069,24,17.7177368164063
2011,8,16,2069,42,19.4211059570313
2011,8,17,2069,45,19.7641235351563
2011,8,18,2069,41,21.8904357910156
2011,8,19,2069,27,20.2904602050781
2011,8,20,2069,33,21.5684143066406
2011,8,21,2069,41,25.1228271484375
2011,8,22,2070,43,21.152001953125
2011,8,23,2070,44,22.2101379394531
2011,8,24,2070,35,19.2652221679688
2011,8,25,2070,29,20.0100952148438
2011,8,26,2070,38,17.8301025390625
2011,8,27,2070,29,15.7410522460938
2011,8,28,2070,29,15.287744140625
2011,8,29,2071,39,14.8177429199219
2011,8,30,2071,44,15.0848327636719
2011,8,31,2071,37,16.1180969238281
2011,9,1,2071,52,19.555078125
2011,9,2,2071,58,21.7111450195313
2011,9,3,2071,46,21.7954345703125
2011,9,4,2071,43,18.7046447753906
2011,9,5,2072,39,16.567041015625
2011,9,6,2072,34,17.0694213867188
2011,9,7,2072,45,16.1732116699219
2011,9,8,2072,48,16.6286560058594
2011,9,9,2072,47,19.8368469238281
2011,9,10,2072,33,22.5310302734375
2011,9,11,2072,40,16.8638244628906
2011,9,12,2073,48,18.2217956542969
2011,9,13,2073,43,16.8176208496094
2011,9,14,2073,47,14.191796875
2011,9,15,2073,47,14.9670959472656
2011,9,16,2073,37,17.5351501464844
2011,9,17,2073,52,15.5417419433594
2011,9,18,2073,35,12.6758361816406
2011,9,19,2074,45,14.5664611816406
2011,9,20,2074,42,16.7182861328125
2011,9,21,2074,34,16.8386169433594
2011,9,22,2074,56,16.0704284667969
2011,9,23,2074,44,14.4179626464844
2011,9,24,2074,49,15.0898071289063
2011,9,25,2074,43,17.9808898925781
2011,9,26,2075,34,18.8491760253906
2011,9,27,2075,43,18.7953430175781
2011,9,28,2075,44,19.4772888183594
2011,9,29,2075,47,19.6595703125
2011,9,30,2075,46,19.5664001464844
2011,10,1,2075,63,19.5482421875
2011,10,2,2075,32,19.572412109375
2011,10,3,2076,38,19.0951171875
2011,10,4,2076,59,17.9633728027344
2011,10,5,2076,51,17.368798828125
2011,10,6,2076,49,15.006982421875
2011,10,7,2076,43,12.0518737792969
2011,10,8,2076,41,11.8978515625
2011,10,9,2076,41,14.8781982421875
2011,10,10,2077,36,16.5171142578125
2011,10,11,2077,53,15.7534729003906
2011,10,12,2077,44,15.3984924316406
2011,10,13,2077,48,15.4478088378906
2011,10,14,2077,38,12.5930725097656
2011,10,15,2077,47,9.81499633789065
2011,10,16,2077,52,9.9920593261719
2011,10,17,2078,48,10.7832275390625
2011,10,18,2078,49,11.6973205566406
2011,10,19,2078,40,9.35231933593752
2011,10,20,2078,44,7.5128112792969
2011,10,21,2078,38,6.9713073730469
2011,10,22,2078,65,7.56710205078127
2011,10,23,2078,43,11.1515747070313
2011,10,24,2079,41,12.8925720214844
2011,10,25,2079,59,12.3622985839844
2011,10,26,2079,40,11.2091003417969
2011,10,27,2079,46,12.6010070800781
2011,10,28,2079,46,13.8579040527344
2011,10,29,2079,53,14.6219421386719
2011,10,30,2079,48,13.6902404785156
2011,10,31,2080,34,12.2860961914063
2011,11,1,2080,53,11.0902038574219
2011,11,2,2080,46,13.2215515136719
2011,11,3,2080,45,15.692529296875
2011,11,4,2080,58,14.1976257324219
2011,11,5,2080,37,13.8955322265625
2011,11,6,2080,40,12.8457580566406
2011,11,7,2081,48,10.2902770996094
2011,11,8,2081,41,10.6484619140625
2011,11,9,2081,36,11.7251831054688
2011,11,10,2081,35,10.2725463867188
2011,11,11,2081,41,9.69985351562502
2011,11,12,2081,35,11.977197265625
2011,11,13,2081,34,10.1867919921875
2011,11,14,2082,49,8.71981201171877
2011,11,15,2082,41,6.55288085937502
2011,11,16,2082,50,5.90181884765627
2011,11,17,2082,49,9.64876708984377
2011,11,18,2082,45,7.42009887695315
2011,11,19,2082,52,7.31328735351565
2011,11,20,2082,40,6.0950866699219
2011,11,21,2083,41,7.73049316406252
2011,11,22,2083,56,6.79238281250002
2011,11,23,2083,54,8.6289001464844
2011,11,24,2083,48,9.3587585449219
2011,11,25,2083,45,8.12944946289065
2011,11,26,2083,49,6.9009948730469
2011,11,27,2083,48,9.3664489746094
2011,11,28,2084,54,7.68026123046877
2011,11,29,2084,54,8.77541503906252
2011,11,30,2084,44,7.15288696289065
2011,12,1,2084,48,11.1382995605469
2011,12,2,2084,44,8.56417236328127
2011,12,3,2084,48,9.1643005371094
2011,12,4,2084,40,11.0227905273438
2011,12,5,2085,44,6.34942016601565
2011,12,6,2085,60,6.3601013183594
2011,12,7,2085,50,8.2390075683594
2011,12,8,2085,40,7.85848388671877
2011,12,9,2085,53,8.59206542968752
2011,12,10,2085,33,4.4820495605469
2011,12,11,2085,37,4.31316528320315
2011,12,12,2086,57,7.19832763671877
2011,12,13,2086,52,8.9752136230469
2011,12,14,2086,58,7.21621093750002
2011,12,15,2086,45,6.71718750000002
2011,12,16,2086,58,7.33843383789065
2011,12,17,2086,48,3.3705993652344
2011,12,18,2086,41,2.4915710449219
2011,12,19,2087,62,1.36419067382815
2011,12,20,2087,43,7.09572753906252
2011,12,21,2087,58,8.3686462402344
2011,12,22,2087,59,9.62514648437502
2011,12,23,2087,47,8.17666015625002
2011,12,24,2087,57,5.4996276855469
2011,12,25,2087,35,6.35341796875002
2011,12,26,2088,61,5.49968872070315
2011,12,27,2088,49,2.24257812500002
2011,12,28,2088,43,4.4758239746094
2011,12,29,2088,48,5.62386474609377
2011,12,30,2088,51,6.9650817871094
2011,12,31,2088,47,11.1060119628906
2012,1,1,2088,62,11.9257446289063
2012,1,2,2089,49,7.68752441406252
2012,1,3,2089,40,8.89736328125002
2012,1,4,2089,45,7.57854614257815
2012,1,5,2089,56,9.14141235351565
2012,1,6,2089,41,5.52437744140627
2012,1,7,2089,47,8.4659362792969
2012,1,8,2089,47,7.0357604980469
2012,1,9,2090,48,7.92192993164065
2012,1,10,2090,51,8.89177856445315
2012,1,11,2090,54,6.73830566406252
2012,1,12,2090,48,6.27715454101565
2012,1,13,2090,47,5.5380798339844
2012,1,14,2090,46,1.29192504882815
2012,1,15,2090,39,0.406213378906273
2012,1,16,2091,48,0.226556396484398
2012,1,17,2091,46,-0.864233398437477
2012,1,18,2091,55,3.08562622070315
2012,1,19,2091,56,9.7352233886719
2012,1,20,2091,58,7.58074340820315
2012,1,21,2091,45,9.9758239746094
2012,1,22,2091,49,8.25933227539065
2012,1,23,2092,56,6.6191345214844
2012,1,24,2092,65,5.6536804199219
2012,1,25,2092,49,8.99456176757815
2012,1,26,2092,59,7.39003906250002
2012,1,27,2092,45,3.7875915527344
2012,1,28,2092,63,3.54976806640627
2012,1,29,2092,38,1.6177917480469
2012,1,30,2093,41,-0.711370849609352
2012,1,31,2093,56,-0.247045898437477
2012,2,1,2093,57,-2.57330932617185
2012,2,2,2093,52,-5.07724609374998
2012,2,3,2093,62,-5.04721679687498
2012,2,4,2093,52,-4.7031311035156
2012,2,5,2093,54,-4.86398925781248
2012,2,6,2094,52,-3.71832885742185
2012,2,7,2094,51,-5.68875732421873
2012,2,8,2094,57,-4.47382202148435
2012,2,9,2094,47,-3.90604248046873
2012,2,10,2094,62,-3.39481201171873
2012,2,11,2094,57,-4.5993713378906
2012,2,12,2094,49,-3.67770996093748
2012,2,13,2095,45,1.78289184570315
2012,2,14,2095,69,4.10372314453127
2012,2,15,2095,59,4.97097167968752
2012,2,16,2095,50,4.9119812011719
2012,2,17,2095,56,4.58892211914065
2012,2,18,2095,56,7.66512451171877
2012,2,19,2095,51,3.4383483886719
2012,2,20,2096,51,0.715966796875023
2012,2,21,2096,57,0.887353515625023
2012,2,22,2096,59,2.30974731445315
2012,2,23,2096,43,7.95549926757815
2012,2,24,2096,54,9.2606140136719
2012,2,25,2096,52,9.0258728027344
2012,2,26,2096,45,7.07924804687502
2012,2,27,2097,71,7.02010498046877
2012,2,28,2097,55,8.20794067382815
2012,2,29,2097,55,8.64870605468752
2012,3,1,2097,59,8.60354003906252
2012,3,2,2097,50,9.51653442382815
2012,3,3,2097,49,9.03127441406252
2012,3,4,2097,43,7.01226196289065
2012,3,5,2098,62,5.16573486328127
2012,3,6,2098,50,4.95476684570315
2012,3,7,2098,49,4.23357543945315
2012,3,8,2098,34,4.9796081542969
2012,3,9,2098,55,5.90447387695315
2012,3,10,2098,45,8.8359313964844
2012,3,11,2098,60,9.87844238281252
2012,3,12,2099,72,8.47719726562502
2012,3,13,2099,54,8.34136352539065
2012,3,14,2099,57,8.36736450195315
2012,3,15,2099,48,9.76357421875002
2012,3,16,2099,52,11.538720703125
2012,3,17,2099,44,9.21248779296877
2012,3,18,2099,26,7.6163269042969
2012,3,19,2100,46,5.89229736328127
2012,3,20,2100,44,5.85140380859377
2012,3,21,2100,48,8.61382446289065
2012,3,22,2100,53,11.6299072265625
2012,3,23,2100,44,11.530419921875
2012,3,24,2100,38,12.24404296875
2012,3,25,2100,47,12.9070678710938
2012,3,26,2101,43,12.8728271484375
2012,3,27,2101,50,12.3080078125
2012,3,28,2101,58,12.7452941894531
2012,3,29,2101,50,12.0847412109375
2012,3,30,2101,36,11.2378479003906
2012,3,31,2101,39,8.71114501953127
2012,4,1,2101,47,6.98220214843752
2012,4,2,2102,35,8.53591308593752
2012,4,3,2102,38,10.1758056640625
2012,4,4,2102,39,8.84331665039065
2012,4,5,2102,48,9.14284667968752
2012,4,6,2102,57,8.71404418945315
2012,4,7,2102,47,7.3675476074219
2012,4,8,2102,34,5.92290649414065
2012,4,9,2103,43,10.1243225097656
2012,4,10,2103,42,8.91494140625002
2012,4,11,2103,34,7.66768798828127
2012,4,12,2103,52,7.71236572265627
2012,4,13,2103,54,8.3920837402344
2012,4,14,2103,48,8.23308715820315
2012,4,15,2103,47,6.65084228515627
2012,4,16,2104,39,5.81337890625002
2012,4,17,2104,52,4.72811279296877
2012,4,18,2104,43,7.61538085937502
2012,4,19,2104,36,8.71877441406252
2012,4,20,2104,56,8.65688476562502
2012,4,21,2104,44,8.5235534667969
2012,4,22,2104,45,8.3870788574219
2012,4,23,2105,38,7.13771972656252
2012,4,24,2105,48,8.71285400390627
2012,4,25,2105,51,9.77248535156252
2012,4,26,2105,42,12.3553405761719
2012,4,27,2105,43,11.588525390625
