"year","month","day","week","death","temp"
2004,8,23,1705,32,19.4284301757813
2004,8,24,1705,36,17.5332885742188
2004,8,25,1705,36,16.5465637207031
2004,8,26,1705,46,17.3442932128906
2004,8,27,1705,39,17.0611206054688
2004,8,28,1705,35,17.0317321777344
2004,8,29,1705,29,16.935693359375
2004,8,30,1706,32,15.8955932617188
2004,8,31,1706,30,15.4683471679688
2004,9,1,1706,24,16.2734619140625
2004,9,2,1706,40,18.084130859375
2004,9,3,1706,38,20.0258422851563
2004,9,4,1706,34,21.2581115722656
2004,9,5,1706,39,22.056298828125
2004,9,6,1707,45,21.6746459960938
2004,9,7,1707,34,21.4234252929688
2004,9,8,1707,38,21.2392822265625
2004,9,9,1707,48,20.53408203125
2004,9,10,1707,42,22.1755615234375
2004,9,11,1707,38,20.2947021484375
2004,9,12,1707,32,16.6908508300781
2004,9,13,1708,41,16.3411193847656
2004,9,14,1708,28,16.0455261230469
2004,9,15,1708,42,14.3811889648438
2004,9,16,1708,38,12.8232971191406
2004,9,17,1708,40,14.5977111816406
2004,9,18,1708,28,17.9905944824219
2004,9,19,1708,43,16.048974609375
2004,9,20,1709,35,15.5692077636719
2004,9,21,1709,34,14.9544006347656
2004,9,22,1709,38,14.8481689453125
2004,9,23,1709,33,16.4735046386719
2004,9,24,1709,33,12.1801086425781
2004,9,25,1709,43,12.14296875
2004,9,26,1709,42,15.7709289550781
2004,9,27,1710,52,16.0860229492188
2004,9,28,1710,49,16.1836486816406
2004,9,29,1710,48,16.1337219238281
2004,9,30,1710,52,16.403955078125
2004,10,1,1710,50,16.309228515625
2004,10,2,1710,40,15.20791015625
2004,10,3,1710,49,14.8178649902344
2004,10,4,1711,43,18.1653991699219
2004,10,5,1711,46,16.4213500976563
2004,10,6,1711,45,13.5069519042969
2004,10,7,1711,45,11.5885864257813
2004,10,8,1711,56,12.6826110839844
2004,10,9,1711,50,11.5330749511719
2004,10,10,1711,41,12.7109008789063
2004,10,11,1712,47,13.336083984375
2004,10,12,1712,43,14.4815307617188
2004,10,13,1712,37,12.521875
2004,10,14,1712,49,11.2473388671875
2004,10,15,1712,39,8.58037719726565
2004,10,16,1712,44,8.36858520507815
2004,10,17,1712,26,9.6494079589844
2004,10,18,1713,37,9.76094970703127
2004,10,19,1713,58,11.9272094726563
2004,10,20,1713,49,17.3796325683594
2004,10,21,1713,52,13.4915710449219
2004,10,22,1713,40,13.9788452148438
2004,10,23,1713,41,16.610986328125
2004,10,24,1713,48,16.4798522949219
2004,10,25,1714,47,13.7629943847656
2004,10,26,1714,58,10.3687683105469
2004,10,27,1714,42,10.9111572265625
2004,10,28,1714,52,13.4882446289063
2004,10,29,1714,48,11.8868041992188
2004,10,30,1714,38,10.4413391113281
2004,10,31,1714,36,9.32467041015627
2004,11,1,1715,36,9.37813720703127
2004,11,2,1715,39,10.5112854003906
2004,11,3,1715,46,10.8485961914063
2004,11,4,1715,44,10.4617248535156
2004,11,5,1715,44,9.46746215820315
2004,11,6,1715,27,8.8111511230469
2004,11,7,1715,48,8.7543884277344
2004,11,8,1716,53,6.5834899902344
2004,11,9,1716,54,6.04299316406252
2004,11,10,1716,41,6.67437133789065
2004,11,11,1716,42,7.03313598632815
2004,11,12,1716,47,5.52602539062502
2004,11,13,1716,42,6.41848144531252
2004,11,14,1716,43,5.04409179687502
2004,11,15,1717,54,4.90963134765627
2004,11,16,1717,38,8.91680297851565
2004,11,17,1717,50,10.5020690917969
2004,11,18,1717,52,9.84575805664065
2004,11,19,1717,38,5.92641601562502
2004,11,20,1717,49,4.0267272949219
2004,11,21,1717,31,7.11895141601565
2004,11,22,1718,45,10.7041564941406
2004,11,23,1718,49,10.7401977539063
2004,11,24,1718,49,6.65889892578127
2004,11,25,1718,49,2.79216918945315
2004,11,26,1718,40,6.6968933105469
2004,11,27,1718,48,8.47322998046877
2004,11,28,1718,42,7.60418090820315
2004,11,29,1719,43,7.37197265625002
2004,11,30,1719,58,5.39156494140627
2004,12,1,1719,51,5.3162780761719
2004,12,2,1719,40,4.28975830078127
2004,12,3,1719,41,3.84371337890627
2004,12,4,1719,52,2.49138793945315
2004,12,5,1719,41,3.09160766601565
2004,12,6,1720,38,5.08211669921877
2004,12,7,1720,55,2.7216735839844
2004,12,8,1720,37,1.78237304687502
2004,12,9,1720,55,0.722131347656273
2004,12,10,1720,43,0.253564453125023
2004,12,11,1720,48,0.887109375000023
2004,12,12,1720,46,-0.426092529296852
2004,12,13,1721,67,-0.377630615234352
2004,12,14,1721,44,-0.635656738281227
2004,12,15,1721,67,1.9409118652344
2004,12,16,1721,43,5.4610534667969
2004,12,17,1721,51,6.29238281250002
2004,12,18,1721,52,5.26577148437502
2004,12,19,1721,49,4.23079833984377
2004,12,20,1722,56,-1.92426147460935
2004,12,21,1722,55,-1.45242919921873
2004,12,22,1722,49,2.3260437011719
2004,12,23,1722,52,9.09029541015627
2004,12,24,1722,44,9.85018310546877
2004,12,25,1722,47,4.62386474609377
2004,12,26,1722,55,1.0413757324219
2004,12,27,1723,45,1.8721862792969
2004,12,28,1723,44,3.40151367187502
2004,12,29,1723,57,3.38802490234377
2004,12,30,1723,35,6.39287719726565
2004,12,31,1723,52,8.44329223632815
2005,1,1,1723,47,8.24562988281252
2005,1,2,1723,46,6.51442871093752
2005,1,3,1724,52,5.53829345703127
2005,1,4,1724,65,3.9937683105469
2005,1,5,1724,49,7.96181640625002
2005,1,6,1724,42,8.91961059570315
2005,1,7,1724,63,9.9671569824219
2005,1,8,1724,42,8.56292114257815
2005,1,9,1724,48,7.83486328125002
2005,1,10,1725,63,9.05697021484377
2005,1,11,1725,50,9.77095947265627
2005,1,12,1725,52,8.52080688476565
2005,1,13,1725,39,4.56170043945315
2005,1,14,1725,40,2.0539489746094
2005,1,15,1725,54,1.26943359375002
2005,1,16,1725,47,1.67885742187502
2005,1,17,1726,48,5.9780212402344
2005,1,18,1726,46,5.6125427246094
2005,1,19,1726,46,5.59749755859377
2005,1,20,1726,45,10.2866760253906
2005,1,21,1726,56,8.4759460449219
2005,1,22,1726,49,4.8339782714844
2005,1,23,1726,41,2.57241210937502
2005,1,24,1727,40,1.5401550292969
2005,1,25,1727,41,-0.714758300781227
2005,1,26,1727,49,-1.66519775390623
2005,1,27,1727,43,-1.29923095703123
2005,1,28,1727,61,3.6528259277344
2005,1,29,1727,45,0.629937744140648
2005,1,30,1727,54,2.96431884765627
2005,1,31,1728,55,5.42937622070315
2005,2,1,1728,48,6.20693359375002
2005,2,2,1728,53,5.79659423828127
2005,2,3,1728,50,5.46065673828127
2005,2,4,1728,46,4.32793579101565
2005,2,5,1728,58,2.35482177734377
2005,2,6,1728,44,3.1090026855469
2005,2,7,1729,50,2.37590942382815
2005,2,8,1729,52,3.26873168945315
2005,2,9,1729,73,5.0438171386719
2005,2,10,1729,59,7.15166625976565
2005,2,11,1729,48,9.7741638183594
2005,2,12,1729,44,10.2863708496094
2005,2,13,1729,52,4.5152526855469
2005,2,14,1730,59,3.49529418945315
2005,2,15,1730,77,2.29293212890627
2005,2,16,1730,62,0.0318237304687727
2005,2,17,1730,53,0.622308349609398
2005,2,18,1730,54,2.74086914062502
2005,2,19,1730,51,3.32387695312502
2005,2,20,1730,46,1.56618652343752
2005,2,21,1731,64,1.3019958496094
2005,2,22,1731,50,-0.689642333984352
2005,2,23,1731,53,-1.78156127929685
2005,2,24,1731,55,-0.764440917968727
2005,2,25,1731,46,-0.517370605468727
2005,2,26,1731,47,0.0460144042968977
2005,2,27,1731,39,-0.874334716796852
2005,2,28,1732,50,-3.63352050781248
2005,3,1,1732,51,-2.1552795410156
2005,3,2,1732,49,-0.491369628906227
2005,3,3,1732,47,-0.211401367187477
2005,3,4,1732,39,-1.29218139648435
2005,3,5,1732,48,0.402490234375023
2005,3,6,1732,42,-1.92499389648435
2005,3,7,1733,50,1.03402099609377
2005,3,8,1733,51,4.40093383789065
2005,3,9,1733,60,4.9162536621094
2005,3,10,1733,50,4.29741821289065
2005,3,11,1733,47,4.61330566406252
2005,3,12,1733,45,4.80684814453127
2005,3,13,1733,55,3.09896240234377
2005,3,14,1734,59,4.12905273437502
2005,3,15,1734,55,6.4833923339844
2005,3,16,1734,46,11.9333129882813
2005,3,17,1734,56,12.3608642578125
2005,3,18,1734,49,9.09096679687502
2005,3,19,1734,39,9.02962646484377
2005,3,20,1734,35,11.9731079101563
2005,3,21,1735,57,12.5902648925781
2005,3,22,1735,50,13.0297180175781
2005,3,23,1735,42,11.4439025878906
2005,3,24,1735,46,10.9438110351563
2005,3,25,1735,41,9.7198425292969
2005,3,26,1735,48,10.7380310058594
2005,3,27,1735,41,10.9756103515625
2005,3,28,1736,42,11.0027099609375
2005,3,29,1736,53,10.5615478515625
2005,3,30,1736,39,11.106103515625
2005,3,31,1736,48,10.2798095703125
2005,4,1,1736,53,10.8230224609375
2005,4,2,1736,37,12.4034362792969
2005,4,3,1736,36,12.8821044921875
2005,4,4,1737,39,12.0319152832031
2005,4,5,1737,46,9.67305908203127
2005,4,6,1737,47,9.82003173828127
2005,4,7,1737,44,9.52364501953127
2005,4,8,1737,51,5.8405700683594
2005,4,9,1737,51,4.80770263671877
2005,4,10,1737,50,7.87578735351565
2005,4,11,1738,47,10.2200866699219
2005,4,12,1738,51,10.8636413574219
2005,4,13,1738,34,11.2150817871094
2005,4,14,1738,52,10.0382934570313
2005,4,15,1738,60,9.20125732421877
2005,4,16,1738,44,7.99932250976565
2005,4,17,1738,36,10.0275817871094
2005,4,18,1739,38,11.3176818847656
2005,4,19,1739,42,8.99208984375002
2005,4,20,1739,40,9.10561523437502
2005,4,21,1739,51,10.0186706542969
2005,4,22,1739,49,10.7513061523438
2005,4,23,1739,31,12.2323547363281
2005,4,24,1739,41,11.3935485839844
2005,4,25,1740,40,11.4520812988281
2005,4,26,1740,42,11.2631774902344
2005,4,27,1740,52,11.985498046875
2005,4,28,1740,44,13.5436340332031
2005,4,29,1740,48,16.0077453613281
2005,4,30,1740,50,17.8685241699219
2005,5,1,1740,44,19.308251953125
2005,5,2,1741,57,18.117822265625
2005,5,3,1741,40,16.0561462402344
2005,5,4,1741,30,12.8633361816406
2005,5,5,1741,45,11.3450561523438
2005,5,6,1741,32,12.4116760253906
2005,5,7,1741,49,11.6314331054688
2005,5,8,1741,30,9.77486572265627
2005,5,9,1742,53,9.2028747558594
2005,5,10,1742,29,9.21383056640627
2005,5,11,1742,36,9.30526123046877
2005,5,12,1742,47,12.2874694824219
2005,5,13,1742,54,13.7360473632813
2005,5,14,1742,47,11.8668762207031
2005,5,15,1742,43,11.8088928222656
2005,5,16,1743,45,12.8955017089844
2005,5,17,1743,43,10.29970703125
2005,5,18,1743,37,9.50838623046877
2005,5,19,1743,31,14.1652770996094
2005,5,20,1743,45,17.0354248046875
2005,5,21,1743,47,15.4141174316406
2005,5,22,1743,46,13.8958679199219
2005,5,23,1744,43,12.8312927246094
2005,5,24,1744,36,14.3723083496094
2005,5,25,1744,41,17.8261352539063
2005,5,26,1744,44,21.2935424804688
2005,5,27,1744,46,23.4077087402344
2005,5,28,1744,41,20.3237854003906
2005,5,29,1744,38,15.8876281738281
2005,5,30,1745,40,13.3130737304688
2005,5,31,1745,41,13.7755676269531
2005,6,1,1745,38,15.6698547363281
2005,6,2,1745,39,19.0647216796875
2005,6,3,1745,35,18.0175109863281
2005,6,4,1745,44,14.4270263671875
2005,6,5,1745,41,13.8475891113281
2005,6,6,1746,40,14.1749206542969
2005,6,7,1746,40,11.7318969726563
2005,6,8,1746,37,13.0021911621094
2005,6,9,1746,33,14.7468811035156
2005,6,10,1746,45,15.6010986328125
2005,6,11,1746,41,13.3623291015625
2005,6,12,1746,45,14.2856689453125
2005,6,13,1747,44,15.1735473632813
2005,6,14,1747,44,16.0035034179688
2005,6,15,1747,35,15.6086975097656
2005,6,16,1747,45,19.4281555175781
2005,6,17,1747,56,20.906640625
2005,6,18,1747,45,24.0089965820313
2005,6,19,1747,46,24.6332336425781
2005,6,20,1748,44,24.4806457519531
2005,6,21,1748,49,22.4429565429688
2005,6,22,1748,34,22.7988220214844
2005,6,23,1748,52,24.8768249511719
2005,6,24,1748,46,24.7530456542969
2005,6,25,1748,47,23.6505981445313
2005,6,26,1748,32,23.4298950195313
2005,6,27,1749,44,25.51748046875
2005,6,28,1749,62,25.3596740722656
2005,6,29,1749,45,21.4331909179688
2005,6,30,1749,37,18.1153198242188
2005,7,1,1749,44,16.7507568359375
2005,7,2,1749,34,20.4424072265625
2005,7,3,1749,37,22.4347778320313
2005,7,4,1750,41,17.0580078125
2005,7,5,1750,43,15.9086853027344
2005,7,6,1750,37,16.7459655761719
2005,7,7,1750,41,14.3998962402344
2005,7,8,1750,47,15.3743530273438
2005,7,9,1750,35,16.9204956054688
2005,7,10,1750,38,19.0280700683594
2005,7,11,1751,42,21.4314819335938
2005,7,12,1751,35,20.8543640136719
2005,7,13,1751,29,21.5297180175781
2005,7,14,1751,34,23.6916137695313
2005,7,15,1751,47,25.2055297851563
2005,7,16,1751,45,21.4891906738281
2005,7,17,1751,44,21.6504150390625
2005,7,18,1752,38,21.0914245605469
2005,7,19,1752,35,19.02822265625
2005,7,20,1752,26,19.215234375
2005,7,21,1752,40,19.3693786621094
2005,7,22,1752,38,18.8930908203125
2005,7,23,1752,42,19.1687866210938
2005,7,24,1752,39,19.86025390625
2005,7,25,1753,45,19.7994018554688
2005,7,26,1753,34,19.4535461425781
2005,7,27,1753,45,21.6178527832031
2005,7,28,1753,30,22.3993469238281
2005,7,29,1753,37,20.5222106933594
2005,7,30,1753,38,18.1661010742188
2005,7,31,1753,30,17.5054565429688
2005,8,1,1754,37,17.7388244628906
2005,8,2,1754,41,18.1765075683594
2005,8,3,1754,36,17.9641967773438
2005,8,4,1754,35,17.7864929199219
2005,8,5,1754,27,17.7314392089844
2005,8,6,1754,32,17.1960693359375
2005,8,7,1754,33,16.9879699707031
2005,8,8,1755,35,15.4353881835938
2005,8,9,1755,33,16.8820434570313
2005,8,10,1755,34,18.5798278808594
2005,8,11,1755,42,18.9162231445313
2005,8,12,1755,37,18.1060729980469
2005,8,13,1755,29,17.9969116210938
2005,8,14,1755,31,17.5270629882813
2005,8,15,1756,27,16.5901428222656
2005,8,16,1756,28,17.2644287109375
2005,8,17,1756,31,20.5671020507813
2005,8,18,1756,39,22.6729675292969
2005,8,19,1756,51,18.6453796386719
2005,8,20,1756,41,16.0658508300781
2005,8,21,1756,31,17.1973205566406
2005,8,22,1757,40,18.0236755371094
2005,8,23,1757,36,17.0246215820313
2005,8,24,1757,42,17.2687927246094
2005,8,25,1757,28,16.2545715332031
2005,8,26,1757,42,15.7984252929688
2005,8,27,1757,30,16.8357177734375
2005,8,28,1757,33,17.4123474121094
2005,8,29,1758,43,19.2192321777344
2005,8,30,1758,47,21.2930236816406
2005,8,31,1758,33,24.5718627929688
2005,9,1,1758,35,20.8066955566406
2005,9,2,1758,42,20.0598083496094
2005,9,3,1758,41,21.9090515136719
2005,9,4,1758,46,23.9729248046875
2005,9,5,1759,42,21.0717102050781
2005,9,6,1759,30,19.2528015136719
2005,9,7,1759,32,21.2539916992188
2005,9,8,1759,40,22.1721130371094
2005,9,9,1759,53,21.8496643066406
2005,9,10,1759,37,18.2153564453125
2005,9,11,1759,43,15.5284057617188
2005,9,12,1760,33,18.5799499511719
2005,9,13,1760,38,18.2742858886719
2005,9,14,1760,45,19.2732177734375
2005,9,15,1760,41,20.3808227539063
2005,9,16,1760,41,14.9628540039063
2005,9,17,1760,25,12.2047058105469
2005,9,18,1760,51,12.2837158203125
2005,9,19,1761,46,12.8648620605469
2005,9,20,1761,36,13.1257873535156
2005,9,21,1761,41,13.9845825195313
2005,9,22,1761,45,14.6075988769531
2005,9,23,1761,56,16.71669921875
2005,9,24,1761,52,16.7754150390625
2005,9,25,1761,43,15.5489135742188
2005,9,26,1762,42,15.0245300292969
2005,9,27,1762,46,15.7602783203125
2005,9,28,1762,41,13.7918640136719
2005,9,29,1762,42,13.9326416015625
2005,9,30,1762,38,13.5622497558594
2005,10,1,1762,41,14.5942932128906
2005,10,2,1762,37,11.5540710449219
2005,10,3,1763,50,12.3007141113281
2005,10,4,1763,45,12.472802734375
2005,10,5,1763,44,14.9413696289063
2005,10,6,1763,47,15.8584533691406
2005,10,7,1763,46,16.1508728027344
2005,10,8,1763,41,15.5022521972656
2005,10,9,1763,42,15.283349609375
2005,10,10,1764,48,16.8053833007813
2005,10,11,1764,46,16.7633605957031
2005,10,12,1764,48,17.6148315429688
2005,10,13,1764,35,17.6599060058594
2005,10,14,1764,49,17.11513671875
2005,10,15,1764,50,14.77529296875
2005,10,16,1764,41,14.6186157226563
2005,10,17,1765,46,13.2606140136719
2005,10,18,1765,43,13.588525390625
2005,10,19,1765,41,15.7358947753906
2005,10,20,1765,31,14.5869384765625
2005,10,21,1765,43,15.0218139648438
2005,10,22,1765,45,15.3529602050781
2005,10,23,1765,38,12.6846252441406
2005,10,24,1766,43,13.6532836914063
2005,10,25,1766,49,16.540185546875
2005,10,26,1766,46,16.8617797851563
2005,10,27,1766,53,17.0649658203125
2005,10,28,1766,47,16.874658203125
2005,10,29,1766,42,17.9089294433594
2005,10,30,1766,57,17.9432922363281
2005,10,31,1767,40,14.9788146972656
2005,11,1,1767,42,12.8687377929688
2005,11,2,1767,36,14.5289245605469
2005,11,3,1767,38,15.873681640625
2005,11,4,1767,41,11.9986206054688
2005,11,5,1767,44,9.2908874511719
2005,11,6,1767,42,11.1556335449219
2005,11,7,1768,31,12.0139709472656
2005,11,8,1768,49,12.3373657226563
2005,11,9,1768,43,9.32009277343752
2005,11,10,1768,38,7.21254882812502
2005,11,11,1768,41,9.35720214843752
2005,11,12,1768,45,8.1426940917969
2005,11,13,1768,48,8.7112976074219
2005,11,14,1769,46,6.8773132324219
2005,11,15,1769,44,6.30779418945315
2005,11,16,1769,52,6.95980224609377
2005,11,17,1769,41,3.16130981445315
2005,11,18,1769,43,1.8428894042969
2005,11,19,1769,44,0.838708496093773
2005,11,20,1769,42,0.960198974609398
2005,11,21,1770,51,1.40505371093752
2005,11,22,1770,47,3.90996704101565
2005,11,23,1770,45,0.342492675781273
2005,11,24,1770,49,1.95101318359377
2005,11,25,1770,52,0.936242675781273
2005,11,26,1770,50,0.778802490234398
2005,11,27,1770,43,2.49739990234377
2005,11,28,1771,45,3.27010498046877
2005,11,29,1771,48,1.6459899902344
2005,11,30,1771,53,1.21981201171877
2005,12,1,1771,50,1.99236450195315
2005,12,2,1771,38,7.42049560546877
2005,12,3,1771,39,8.51149902343752
2005,12,4,1771,59,8.33330688476565
2005,12,5,1772,63,5.32888183593752
2005,12,6,1772,55,4.13115844726565
2005,12,7,1772,48,3.6403747558594
2005,12,8,1772,50,6.27437744140627
2005,12,9,1772,57,3.4031921386719
2005,12,10,1772,38,2.12917480468752
2005,12,11,1772,39,0.0455566406250227
2005,12,12,1773,47,3.40191040039065
2005,12,13,1773,45,4.51778564453127
2005,12,14,1773,55,4.41719970703127
2005,12,15,1773,65,5.51983032226565
2005,12,16,1773,45,7.96676025390627
2005,12,17,1773,54,2.21676025390627
2005,12,18,1773,36,0.109643554687523
2005,12,19,1774,58,2.56972656250002
2005,12,20,1774,54,1.42897949218752
2005,12,21,1774,35,1.66375122070315
2005,12,22,1774,48,1.70290527343752
2005,12,23,1774,46,1.32393798828127
2005,12,24,1774,46,2.7571960449219
2005,12,25,1774,42,4.4589782714844
2005,12,26,1775,36,1.63625488281252
2005,12,27,1775,37,-2.27118530273435
2005,12,28,1775,44,-1.35175170898435
2005,12,29,1775,41,-2.41730346679685
2005,12,30,1775,46,0.506402587890648
2005,12,31,1775,32,6.2893005371094
2006,1,1,1775,45,4.56954345703127
2006,1,2,1776,61,4.0306335449219
2006,1,3,1776,53,2.61171875000002
2006,1,4,1776,44,2.36672363281252
2006,1,5,1776,41,-0.148138427734352
2006,1,6,1776,52,0.0584655761718977
2006,1,7,1776,59,0.126092529296898
2006,1,8,1776,46,3.44320068359377
2006,1,9,1777,41,4.04888305664065
2006,1,10,1777,47,1.91109619140627
2006,1,11,1777,42,3.5460144042969
2006,1,12,1777,46,4.75957641601565
2006,1,13,1777,45,3.29265747070315
2006,1,14,1777,51,2.33870849609377
2006,1,15,1777,46,1.43227539062502
2006,1,16,1778,40,3.6817565917969
2006,1,17,1778,46,7.07573852539065
2006,1,18,1778,61,7.63799438476565
2006,1,19,1778,61,8.3205505371094
2006,1,20,1778,46,7.8643737792969
2006,1,21,1778,48,4.34511718750002
2006,1,22,1778,52,3.0826354980469
2006,1,23,1779,41,0.604943847656273
2006,1,24,1779,42,-1.94962158203123
2006,1,25,1779,50,-0.907049560546852
2006,1,26,1779,48,0.544793701171898
2006,1,27,1779,64,-2.48685302734373
2006,1,28,1779,47,-1.07648315429685
2006,1,29,1779,48,1.50347290039065
2006,1,30,1780,47,0.0943847656250227
2006,1,31,1780,53,0.0313354492187727
2006,2,1,1780,50,-0.0199645996093523
2006,2,2,1780,42,-0.535223388671852
2006,2,3,1780,57,-1.85031738281248
2006,2,4,1780,47,0.757348632812523
2006,2,5,1780,51,3.46633300781252
2006,2,6,1781,63,4.4149108886719
2006,2,7,1781,62,5.2292419433594
2006,2,8,1781,60,5.1323181152344
2006,2,9,1781,49,2.91387329101565
2006,2,10,1781,54,1.59890136718752
2006,2,11,1781,51,0.277459716796898
2006,2,12,1781,38,1.53872070312502
2006,2,13,1782,45,5.73519287109377
2006,2,14,1782,42,4.8294616699219
2006,2,15,1782,50,8.41732177734377
2006,2,16,1782,46,7.72390136718752
2006,2,17,1782,41,6.19362792968752
2006,2,18,1782,60,5.76287231445315
2006,2,19,1782,41,6.14495239257815
2006,2,20,1783,43,3.76577148437502
2006,2,21,1783,49,2.55108032226565
2006,2,22,1783,48,4.53292236328127
2006,2,23,1783,40,1.27382812500002
2006,2,24,1783,47,2.51192626953127
2006,2,25,1783,47,2.2014099121094
2006,2,26,1783,55,0.117913818359398
2006,2,27,1784,49,0.785119628906273
2006,2,28,1784,38,1.64205322265627
2006,3,1,1784,54,0.129632568359398
2006,3,2,1784,46,0.821862792968773
2006,3,3,1784,34,1.38247070312502
2006,3,4,1784,43,-0.316473388671852
2006,3,5,1784,54,0.266046142578148
2006,3,6,1785,56,2.29580078125002
2006,3,7,1785,54,2.59453735351565
2006,3,8,1785,56,9.21877441406252
2006,3,9,1785,55,8.9145446777344
2006,3,10,1785,38,5.3505798339844
2006,3,11,1785,53,4.1259704589844
2006,3,12,1785,37,-1.04093017578123
2006,3,13,1786,45,-0.512091064453102
2006,3,14,1786,54,1.13546142578127
2006,3,15,1786,45,3.06124267578127
2006,3,16,1786,52,2.40865478515627
2006,3,17,1786,52,3.61028442382815
2006,3,18,1786,49,4.3337341308594
2006,3,19,1786,47,5.74749145507815
2006,3,20,1787,42,6.9684997558594
2006,3,21,1787,49,4.30495605468752
2006,3,22,1787,52,3.56929931640627
2006,3,23,1787,48,5.6082702636719
2006,3,24,1787,41,10.906884765625
2006,3,25,1787,48,11.3821655273438
2006,3,26,1787,37,15.235009765625
2006,3,27,1788,46,13.8571411132813
2006,3,28,1788,39,9.49184570312502
2006,3,29,1788,49,9.63579711914065
2006,3,30,1788,41,12.4678283691406
2006,3,31,1788,48,12.7776428222656
2006,4,1,1788,46,11.97939453125
2006,4,2,1788,34,11.0432373046875
2006,4,3,1789,44,9.5557800292969
2006,4,4,1789,36,6.2805114746094
2006,4,5,1789,42,5.3293395996094
2006,4,6,1789,41,5.20809326171877
2006,4,7,1789,44,6.5556579589844
2006,4,8,1789,50,7.3781677246094
2006,4,9,1789,39,7.30544433593752
2006,4,10,1790,34,6.34832153320315
2006,4,11,1790,42,5.80397949218752
2006,4,12,1790,58,8.9334655761719
2006,4,13,1790,41,9.56670532226565
2006,4,14,1790,45,11.702783203125
2006,4,15,1790,48,11.6555725097656
2006,4,16,1790,50,10.7108093261719
2006,4,17,1791,47,10.0669799804688
2006,4,18,1791,46,8.90438232421877
2006,4,19,1791,44,9.92427978515627
2006,4,20,1791,50,10.5612121582031
2006,4,21,1791,47,14.1084228515625
2006,4,22,1791,39,13.2248168945313
2006,4,23,1791,39,12.6352172851563
2006,4,24,1792,50,13.9953247070313
2006,4,25,1792,39,13.2916809082031
2006,4,26,1792,44,12.8042236328125
2006,4,27,1792,32,11.7596069335938
2006,4,28,1792,44,10.0653015136719
2006,4,29,1792,31,7.78927001953127
2006,4,30,1792,38,7.75612792968752
2006,5,1,1793,45,9.53267822265627
2006,5,2,1793,50,14.0281616210938
2006,5,3,1793,46,17.3731323242188
2006,5,4,1793,45,17.894677734375
2006,5,5,1793,42,15.9792724609375
2006,5,6,1793,53,15.1178527832031
2006,5,7,1793,37,14.6480041503906
2006,5,8,1794,39,13.596337890625
2006,5,9,1794,41,10.4484497070313
2006,5,10,1794,51,12.1437622070313
2006,5,11,1794,40,15.06728515625
2006,5,12,1794,48,16.1561218261719
2006,5,13,1794,31,15.0321899414063
2006,5,14,1794,27,13.6536499023438
2006,5,15,1795,54,16.0441833496094
2006,5,16,1795,57,16.3207336425781
2006,5,17,1795,40,17.3921142578125
2006,5,18,1795,48,17.3489929199219
2006,5,19,1795,37,13.9152465820313
2006,5,20,1795,46,14.0039611816406
2006,5,21,1795,33,15.250390625
2006,5,22,1796,36,14.4069763183594
2006,5,23,1796,44,11.2826171875
2006,5,24,1796,49,11.9667602539063
2006,5,25,1796,42,13.8017822265625
2006,5,26,1796,48,16.7572875976563
2006,5,27,1796,45,17.3755737304688
2006,5,28,1796,37,15.39296875
2006,5,29,1797,37,12.2571350097656
2006,5,30,1797,37,9.53029785156252
2006,5,31,1797,45,10.0256286621094
2006,6,1,1797,46,10.4343505859375
2006,6,2,1797,38,11.457177734375
2006,6,3,1797,43,13.8876281738281
2006,6,4,1797,45,14.909814453125
2006,6,5,1798,32,15.9473510742188
2006,6,6,1798,51,13.6425415039063
2006,6,7,1798,39,15.579248046875
2006,6,8,1798,44,17.4436584472656
2006,6,9,1798,37,18.790673828125
2006,6,10,1798,37,21.1799865722656
2006,6,11,1798,43,22.8705688476563
2006,6,12,1799,51,23.8677307128906
2006,6,13,1799,56,24.2162109375
2006,6,14,1799,44,21.1207824707031
2006,6,15,1799,37,17.7621398925781
2006,6,16,1799,48,17.4627624511719
2006,6,17,1799,47,19.3505798339844
2006,6,18,1799,37,21.7878662109375
2006,6,19,1800,38,21.7980590820313
2006,6,20,1800,45,19.64052734375
2006,6,21,1800,46,17.3862854003906
2006,6,22,1800,47,16.1065002441406
2006,6,23,1800,41,17.5246520996094
2006,6,24,1800,41,20.6959777832031
2006,6,25,1800,41,18.3749328613281
2006,6,26,1801,38,18.8405700683594
2006,6,27,1801,45,18.4204650878906
2006,6,28,1801,46,18.3943420410156
2006,6,29,1801,44,19.8216796875
2006,6,30,1801,41,21.4199768066406
2006,7,1,1801,42,23.4438415527344
2006,7,2,1801,50,23.9099060058594
2006,7,3,1802,58,24.8628479003906
2006,7,4,1802,44,25.0562072753906
2006,7,5,1802,40,22.6455932617188
2006,7,6,1802,43,20.9415832519531
2006,7,7,1802,51,19.8608642578125
2006,7,8,1802,44,19.5118041992188
2006,7,9,1802,38,20.314111328125
2006,7,10,1803,40,22.3855834960938
2006,7,11,1803,45,22.1730285644531
2006,7,12,1803,43,21.5732971191406
2006,7,13,1803,44,22.208642578125
2006,7,14,1803,37,21.4888549804688
2006,7,15,1803,40,22.9944396972656
2006,7,16,1803,30,24.4880615234375
2006,7,17,1804,39,25.6396728515625
2006,7,18,1804,45,26.7707458496094
2006,7,19,1804,51,27.8481689453125
2006,7,20,1804,53,25.0683532714844
2006,7,21,1804,53,26.8833557128906
2006,7,22,1804,46,25.6448608398438
2006,7,23,1804,35,23.212548828125
